age,gender,haoxin_yijiantong,mobile_network_registered,mobile_realname_verification,fraud_risk,identity_feature_score,contract_ability_score,default_risk_score,consumer_preference_score,behavior_feature_score,social_influence_score,growth_potential_score,institution_industry,hit_institutions_count,hit_banks_count,hit_consumer_finance_count,hit_microloan_count,institution_query_total,institution_query_3m,institution_query_6m,haoxin_risk_score,haoxin_litigation_score,overall_score
34.0,0,0,0,0,0.0,91.0,78.0,88.0,95.0,86.0,49.0,85.0,4.0,5.0,1.0,3.0,0.0,12.0,1.0,1.0,0.0,0.0,564.0
23.0,1,0,0,0,0.0,87.0,64.0,27.0,97.0,91.0,49.0,89.0,1.0,25.0,1.0,3.0,16.0,42.0,4.0,7.0,34.0,0.0,389.0
50.0,0,0,1,0,0.0,91.0,60.0,69.0,98.0,89.0,49.0,85.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,161.0,0.0,487.0
29.0,1,0,1,0,0.0,78.0,85.0,68.0,81.0,87.0,49.0,88.0,1.0,21.0,1.0,3.0,12.0,38.0,1.0,1.0,0.0,0.0,459.0
20.0,0,1,1,1,0.0,94.0,89.0,61.0,94.0,87.0,49.0,88.0,1.0,8.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,527.0
24.0,1,0,0,0,0.0,74.0,85.0,52.0,91.0,86.0,49.0,88.0,0.0,31.0,0.0,0.0,24.0,48.0,0.0,0.0,0.0,0.0,490.0
26.0,0,0,0,0,0.0,88.0,90.0,74.0,96.0,87.0,49.0,85.0,3.0,9.0,1.0,1.0,5.0,10.0,0.0,1.0,60.0,0.0,509.0
24.0,0,1,1,1,0.0,87.0,33.0,54.0,91.0,90.0,49.0,85.0,0.0,23.0,1.0,3.0,13.0,56.0,0.0,0.0,0.0,0.0,446.0
33.0,0,0,0,0,0.0,96.0,89.0,62.0,96.0,90.0,49.0,85.0,1.0,11.0,0.0,2.0,5.0,23.0,5.0,10.0,0.0,0.0,438.0
28.0,1,1,1,1,0.0,93.0,84.0,77.0,94.0,86.0,49.0,77.0,3.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,512.0
25.0,0,0,0,0,0.0,92.0,42.0,57.0,94.0,86.0,56.0,88.0,3.0,14.0,1.0,2.0,8.0,48.0,4.0,9.0,0.0,0.0,371.0
43.0,0,1,0,1,0.0,91.0,88.0,87.0,96.0,86.0,49.0,85.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,620.0
23.0,0,1,0,1,0.0,92.0,92.0,80.0,94.0,87.0,50.0,88.0,1.0,6.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,555.0
34.0,0,0,0,0,0.0,92.0,92.0,45.0,89.0,89.0,61.0,88.0,1.0,5.0,0.0,2.0,3.0,9.0,1.0,4.0,281.0,0.0,490.0
23.0,0,0,1,0,0.0,94.0,94.0,29.0,93.0,86.0,48.0,85.0,2.0,41.0,2.0,5.0,27.0,170.0,9.0,19.0,0.0,0.0,358.0
24.0,0,0,0,0,0.0,88.0,86.0,34.0,86.0,88.0,49.0,85.0,2.0,13.0,0.0,1.0,10.0,22.0,1.0,3.0,0.0,0.0,376.0
24.0,0,1,0,1,0.0,92.0,89.0,87.0,94.0,86.0,49.0,88.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,650.0
23.0,0,0,0,0,0.0,91.0,47.0,70.0,96.0,87.0,49.0,85.0,1.0,8.0,0.0,1.0,4.0,22.0,1.0,1.0,0.0,0.0,564.0
30.0,0,0,0,0,0.0,86.0,79.0,52.0,92.0,87.0,49.0,88.0,4.0,24.0,0.0,3.0,12.0,48.0,2.0,4.0,186.0,0.0,449.0
25.0,0,0,0,0,0.0,90.0,41.0,24.0,94.0,86.0,49.0,88.0,1.0,33.0,0.0,2.0,25.0,123.0,14.0,33.0,0.0,0.0,389.0
26.0,0,1,1,1,0.0,95.0,85.0,87.0,74.0,80.0,57.0,85.0,3.0,4.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,528.0
26.0,0,0,1,0,0.0,91.0,68.0,62.0,86.0,87.0,49.0,85.0,2.0,32.0,2.0,2.0,21.0,83.0,1.0,5.0,0.0,0.0,383.0
32.0,0,0,0,0,0.0,92.0,69.0,58.0,94.0,87.0,49.0,88.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,529.0
25.0,0,0,0,0,0.0,95.0,92.0,83.0,94.0,88.0,49.0,88.0,1.0,4.0,0.0,1.0,2.0,15.0,3.0,5.0,0.0,0.0,707.0
30.0,0,0,0,0,0.0,98.0,90.0,59.0,98.0,96.0,59.0,85.0,1.0,17.0,1.0,1.0,11.0,19.0,0.0,1.0,0.0,0.0,594.0
33.0,0,0,0,0,0.0,98.0,97.0,68.0,98.0,96.0,56.0,85.0,1.0,7.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,652.0
24.0,0,0,0,0,0.0,85.0,72.0,85.0,91.0,87.0,49.0,85.0,2.0,19.0,1.0,2.0,14.0,36.0,18.0,26.0,0.0,0.0,463.0
25.0,0,0,0,0,0.0,88.0,74.0,64.0,94.0,87.0,61.0,88.0,1.0,6.0,1.0,0.0,4.0,7.0,3.0,3.0,0.0,0.0,565.0
33.0,1,0,1,0,0.0,83.0,56.0,54.0,92.0,86.0,49.0,85.0,1.0,18.0,0.0,1.0,11.0,34.0,0.0,0.0,0.0,0.0,457.0
38.0,0,0,0,0,0.0,97.0,90.0,61.0,95.0,87.0,49.0,85.0,2.0,12.0,0.0,2.0,9.0,27.0,7.0,18.0,0.0,0.0,569.0
23.0,0,0,0,0,0.0,93.0,61.0,28.0,96.0,86.0,49.0,85.0,6.0,24.0,0.0,4.0,15.0,81.0,3.0,6.0,0.0,0.0,399.0
35.0,0,0,0,0,0.0,94.0,79.0,42.0,96.0,85.0,49.0,85.0,4.0,22.0,1.0,2.0,14.0,55.0,3.0,3.0,0.0,0.0,404.0
24.0,0,1,1,1,0.0,93.0,44.0,68.0,91.0,87.0,57.0,88.0,1.0,41.0,1.0,3.0,26.0,101.0,0.0,0.0,0.0,0.0,420.0
22.0,0,1,0,1,0.0,93.0,53.0,81.0,94.0,87.0,51.0,88.0,1.0,11.0,0.0,1.0,8.0,23.0,2.0,2.0,0.0,0.0,397.0
23.0,0,0,0,0,0.0,91.0,87.0,58.0,96.0,87.0,49.0,85.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,579.0
22.0,0,0,0,0,0.0,87.0,76.0,55.0,86.0,86.0,49.0,88.0,1.0,24.0,1.0,2.0,15.0,71.0,6.0,13.0,0.0,0.0,474.0
23.0,0,0,0,0,0.0,85.0,71.0,74.0,85.0,87.0,49.0,85.0,1.0,39.0,1.0,5.0,27.0,87.0,17.0,34.0,0.0,0.0,401.0
34.0,0,0,0,0,0.0,91.0,89.0,28.0,94.0,88.0,49.0,88.0,1.0,34.0,3.0,0.0,23.0,96.0,4.0,25.0,0.0,0.0,362.0
37.0,0,1,1,1,0.0,92.0,65.0,60.0,95.0,87.0,49.0,77.0,4.0,7.0,0.0,2.0,5.0,9.0,2.0,2.0,0.0,0.0,469.0
33.0,0,1,0,1,0.0,91.0,84.0,80.0,94.0,86.0,49.0,88.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,555.0
23.0,0,0,0,0,0.0,83.0,76.0,61.0,91.0,87.0,49.0,85.0,2.0,33.0,0.0,2.0,24.0,74.0,3.0,4.0,0.0,0.0,458.0
24.0,1,0,1,0,0.0,78.0,85.0,68.0,90.0,87.0,49.0,88.0,2.0,34.0,1.0,2.0,21.0,79.0,0.0,0.0,0.0,0.0,462.0
26.0,0,0,0,0,0.0,87.0,83.0,37.0,96.0,87.0,49.0,85.0,0.0,18.0,0.0,3.0,10.0,19.0,8.0,14.0,0.0,0.0,436.0
24.0,0,0,1,0,0.0,94.0,56.0,80.0,94.0,87.0,50.0,88.0,2.0,6.0,0.0,0.0,4.0,27.0,1.0,1.0,0.0,0.0,512.0
23.0,0,0,0,0,0.0,92.0,60.0,52.0,94.0,86.0,49.0,88.0,1.0,10.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,440.0
24.0,0,0,0,0,0.0,84.0,66.0,71.0,96.0,87.0,49.0,85.0,2.0,18.0,0.0,1.0,14.0,41.0,3.0,11.0,0.0,0.0,382.0
21.0,0,0,1,0,0.0,70.0,55.0,60.0,91.0,87.0,49.0,85.0,1.0,20.0,0.0,1.0,15.0,30.0,0.0,1.0,0.0,0.0,431.0
32.0,0,1,1,1,0.0,94.0,78.0,76.0,94.0,87.0,49.0,85.0,1.0,5.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,558.0
26.0,1,0,0,0,0.0,72.0,82.0,63.0,86.0,87.0,49.0,88.0,6.0,7.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,525.0
35.0,0,0,0,0,0.0,88.0,58.0,38.0,81.0,77.0,49.0,85.0,2.0,18.0,0.0,3.0,10.0,53.0,6.0,12.0,0.0,0.0,358.0
48.0,0,0,1,0,0.0,87.0,53.0,44.0,89.0,86.0,49.0,85.0,0.0,6.0,0.0,0.0,3.0,8.0,0.0,0.0,31.0,2.0,459.0
24.0,1,0,1,0,0.0,86.0,80.0,58.0,87.0,87.0,49.0,88.0,4.0,9.0,1.0,2.0,3.0,31.0,1.0,2.0,0.0,0.0,451.0
34.0,0,0,0,0,0.0,91.0,87.0,57.0,94.0,86.0,49.0,88.0,1.0,9.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,471.0
22.0,1,0,0,0,0.0,92.0,87.0,90.0,96.0,87.0,49.0,85.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,669.0
24.0,0,0,1,0,0.0,96.0,32.0,67.0,82.0,86.0,49.0,85.0,2.0,32.0,1.0,3.0,20.0,126.0,1.0,3.0,0.0,0.0,381.0
28.0,0,0,0,0,0.0,86.0,85.0,46.0,80.0,87.0,49.0,88.0,4.0,19.0,0.0,2.0,14.0,40.0,0.0,2.0,0.0,0.0,431.0
21.0,1,0,1,0,0.0,90.0,90.0,69.0,94.0,86.0,49.0,88.0,1.0,13.0,0.0,3.0,7.0,18.0,0.0,3.0,0.0,0.0,517.0
22.0,0,1,0,1,0.0,87.0,89.0,74.0,94.0,87.0,49.0,88.0,1.0,18.0,1.0,2.0,13.0,26.0,3.0,16.0,0.0,0.0,464.0
20.0,1,0,0,0,0.0,96.0,91.0,83.0,96.0,87.0,52.0,85.0,1.0,4.0,0.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,640.0
21.0,0,0,0,0,0.0,93.0,85.0,22.0,94.0,86.0,49.0,88.0,2.0,20.0,0.0,3.0,12.0,56.0,3.0,9.0,0.0,0.0,387.0
32.0,1,0,1,0,0.0,82.0,83.0,50.0,84.0,86.0,49.0,85.0,4.0,11.0,0.0,2.0,6.0,15.0,0.0,0.0,0.0,0.0,437.0
37.0,1,0,1,0,0.0,68.0,45.0,70.0,85.0,79.0,57.0,85.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,410.0
37.0,0,0,0,0,0.0,78.0,78.0,85.0,90.0,87.0,57.0,85.0,0.0,31.0,2.0,2.0,21.0,92.0,8.0,26.0,0.0,0.0,457.0
28.0,0,0,0,0,0.0,93.0,76.0,69.0,91.0,87.0,51.0,85.0,0.0,29.0,0.0,2.0,18.0,77.0,20.0,40.0,0.0,0.0,469.0
20.0,0,0,0,0,0.0,90.0,80.0,61.0,96.0,87.0,49.0,85.0,1.0,8.0,0.0,2.0,5.0,9.0,1.0,1.0,0.0,0.0,474.0
23.0,0,1,0,1,0.0,85.0,76.0,63.0,86.0,87.0,49.0,85.0,2.0,7.0,1.0,0.0,6.0,7.0,2.0,2.0,33.0,0.0,510.0
26.0,0,1,0,1,0.0,84.0,62.0,55.0,87.0,87.0,49.0,85.0,0.0,11.0,1.0,0.0,5.0,13.0,0.0,1.0,51.0,0.0,477.0
25.0,0,0,0,0,0.0,79.0,74.0,44.0,94.0,87.0,49.0,88.0,1.0,27.0,0.0,2.0,20.0,54.0,12.0,16.0,0.0,0.0,394.0
22.0,0,0,1,0,0.0,92.0,56.0,52.0,94.0,89.0,49.0,88.0,1.0,9.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,419.0
24.0,0,1,1,1,0.0,93.0,29.0,81.0,97.0,86.0,49.0,85.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,545.0
23.0,0,0,1,0,0.0,97.0,47.0,74.0,92.0,87.0,49.0,85.0,1.0,25.0,0.0,1.0,16.0,75.0,0.0,0.0,0.0,0.0,424.0
32.0,0,1,0,1,0.0,92.0,83.0,74.0,94.0,95.0,48.0,85.0,4.0,5.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,0.0,576.0
21.0,0,1,1,1,0.0,91.0,86.0,64.0,96.0,87.0,49.0,85.0,6.0,15.0,0.0,2.0,9.0,37.0,0.0,1.0,0.0,0.0,527.0
32.0,0,0,0,0,0.0,87.0,87.0,58.0,87.0,86.0,49.0,88.0,2.0,7.0,0.0,1.0,5.0,11.0,0.0,0.0,65.0,0.0,457.0
24.0,0,0,0,0,0.0,80.0,90.0,21.0,84.0,83.0,49.0,88.0,5.0,11.0,0.0,0.0,8.0,35.0,0.0,5.0,10.0,0.0,428.0
26.0,1,1,0,1,0.0,85.0,74.0,63.0,92.0,86.0,49.0,88.0,1.0,10.0,1.0,2.0,7.0,18.0,0.0,0.0,0.0,0.0,433.0
27.0,0,1,1,1,0.0,94.0,94.0,64.0,94.0,86.0,49.0,88.0,0.0,11.0,0.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,552.0
24.0,0,0,0,0,0.0,96.0,84.0,78.0,95.0,94.0,49.0,85.0,4.0,5.0,0.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,615.0
24.0,0,0,1,0,0.0,93.0,48.0,58.0,87.0,87.0,49.0,85.0,6.0,37.0,0.0,4.0,23.0,99.0,0.0,0.0,90.0,0.0,430.0
45.0,0,0,0,0,0.0,84.0,66.0,71.0,86.0,87.0,49.0,85.0,1.0,29.0,2.0,4.0,18.0,60.0,6.0,19.0,34.0,0.0,399.0
51.0,0,0,0,0,0.0,89.0,85.0,86.0,94.0,83.0,57.0,85.0,1.0,4.0,1.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,492.0
30.0,0,0,1,0,0.0,85.0,83.0,60.0,83.0,87.0,49.0,85.0,1.0,30.0,0.0,1.0,22.0,69.0,0.0,0.0,0.0,0.0,482.0
30.0,0,0,0,0,0.0,90.0,91.0,82.0,84.0,87.0,50.0,88.0,0.0,27.0,0.0,1.0,19.0,35.0,1.0,1.0,157.0,0.0,485.0
23.0,0,1,1,1,0.0,91.0,59.0,60.0,94.0,86.0,49.0,88.0,2.0,14.0,0.0,3.0,9.0,42.0,0.0,1.0,0.0,0.0,389.0
24.0,0,0,0,0,0.0,86.0,79.0,69.0,83.0,87.0,49.0,88.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,544.0
23.0,0,0,0,0,0.0,90.0,72.0,62.0,84.0,87.0,49.0,85.0,2.0,23.0,1.0,1.0,16.0,46.0,0.0,0.0,0.0,0.0,474.0
32.0,0,0,0,0,0.0,93.0,59.0,23.0,84.0,86.0,60.0,85.0,1.0,14.0,1.0,0.0,9.0,37.0,6.0,10.0,102.0,0.0,358.0
29.0,1,1,0,1,0.0,94.0,90.0,32.0,96.0,96.0,49.0,85.0,3.0,22.0,2.0,2.0,13.0,31.0,13.0,13.0,11.0,0.0,395.0
34.0,1,0,0,0,0.0,93.0,92.0,59.0,95.0,85.0,49.0,85.0,4.0,8.0,0.0,2.0,5.0,20.0,1.0,5.0,0.0,0.0,479.0
37.0,0,0,0,0,0.0,87.0,79.0,42.0,93.0,87.0,49.0,88.0,6.0,20.0,1.0,1.0,14.0,32.0,0.0,0.0,50.0,0.0,432.0
23.0,0,0,0,0,0.0,87.0,90.0,53.0,88.0,86.0,49.0,85.0,4.0,11.0,1.0,1.0,7.0,37.0,1.0,2.0,11.0,0.0,471.0
27.0,0,0,0,0,0.0,87.0,81.0,51.0,79.0,87.0,49.0,88.0,5.0,14.0,0.0,2.0,10.0,66.0,2.0,4.0,0.0,0.0,431.0
26.0,1,1,0,1,0.0,76.0,83.0,43.0,87.0,88.0,49.0,85.0,1.0,13.0,0.0,2.0,7.0,19.0,3.0,7.0,0.0,0.0,421.0
22.0,0,0,1,0,0.0,91.0,63.0,64.0,96.0,87.0,49.0,85.0,1.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,548.0
34.0,0,0,0,0,0.0,93.0,81.0,84.0,97.0,92.0,49.0,85.0,3.0,3.0,1.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0,558.0
22.0,0,0,1,0,0.0,92.0,89.0,76.0,94.0,87.0,49.0,88.0,5.0,4.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,639.0
26.0,0,0,0,0,0.0,85.0,86.0,80.0,95.0,86.0,49.0,85.0,1.0,5.0,1.0,2.0,2.0,9.0,0.0,2.0,0.0,0.0,509.0
24.0,0,1,1,1,0.0,92.0,79.0,86.0,94.0,87.0,55.0,88.0,1.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,629.0
27.0,0,1,0,1,0.0,89.0,79.0,62.0,91.0,87.0,49.0,85.0,1.0,23.0,1.0,2.0,16.0,42.0,0.0,0.0,0.0,0.0,464.0
28.0,0,0,0,0,0.0,93.0,85.0,45.0,86.0,87.0,49.0,88.0,1.0,13.0,0.0,1.0,10.0,24.0,4.0,12.0,0.0,0.0,437.0
21.0,0,0,0,0,0.0,90.0,78.0,60.0,93.0,86.0,49.0,77.0,3.0,18.0,1.0,0.0,10.0,42.0,0.0,1.0,11.0,0.0,382.0
26.0,0,1,0,1,0.0,84.0,81.0,60.0,82.0,87.0,49.0,88.0,1.0,9.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,493.0
22.0,1,1,0,1,0.0,84.0,79.0,54.0,96.0,86.0,49.0,85.0,2.0,26.0,0.0,2.0,16.0,64.0,0.0,0.0,0.0,0.0,460.0
